消費品項,class
馬桶棕刷附無痕掛勾,住/其它
高露潔360牙刷,住/其它
國內電信服務費用,住/其它
專科超微米潔顏泥,住/其它
康乃馨潔膚濕巾,住/其它
得意抽取式衛生紙,住/其它
掛門板式J型霧黑4勾掛架,住/其它
淨沐浴露活力運動,住/其它
菲力家族超強度清潔袋單捲,住/其它
蛋白質護髮霜,住/其它
博士倫瑞霖淨潔多效保養液,住/其它
喜多洋甘菊濕巾,住/其它
御衣坊橘子洗碗精,住/其它
森歐黎漾水樣薔薇潤澤洗髮精,住/其它
植物性潤髮乳,住/其它
減壓靠墊抬腿放腳神器床上趴睡枕,住/其它
舒酸定專業抗敏護齦牙膏,住/其它
舒潔Viva摺疊家用紙巾,住/其它
舒潔棉柔厚韌(三層)抽取衛生紙,住/其它
超級無敵大-Mushroom日風蘑菇懶骨頭沙發,住/其它
超值潔膚濕巾,住/其它
黑人抗敏感牙膏,住/其它
愛康透芯涼感棉,住/其它
碧菲絲特抗暗沉碳酸泡洗顏,住/其它
魅萱 完美修護護髮精油 ,住/其它
綠茶洗髮精,住/其它
精華霜,住/其它
嬌生pH5.5蜂蜜舒緩沐浴乳,住/其它
橄欖洗髮精,住/其它
潘婷煥活護髮素,住/其它
靠得住柔棉超薄護翼日用衛生棉,住/其它
靠得住柔棉超薄護翼衛生棉夜用,住/其它
靠得住茶樹舒涼棉日用,住/其它
靠得住溫柔宣言草本抑菌,住/其它
蕾妮亞極吸好眠晚安褲褲型夜用衛生棉100%天然棉,住/其它
霓淨思玻尿酸舒活噴霧水,住/其它
優生酒精濕巾,住/其它
環保抽取式衛生紙,住/其它
韓國isLeaf香氛順盈護髮油,住/其它
礦石香氛水芙蓉,住/其它
鐵電鍍門鉤,住/其它
家用衛生紙,住/其它
濕紙巾,住/其它
牙刷購買,住/其它
牙膏購買,住/其它
沐浴乳購買,住/其它
洗髮精購買,住/其它
柔順護髮素,住/其它
洗碗精購買,住/其它
地板清潔劑,住/其它
抗菌噴霧,住/其它
空氣清淨機濾網,住/其它
電風扇維修,住/其它
乾燥機購買,住/其它
除濕機購買,住/其它
衣櫃防潮劑,住/其它
馬桶清潔劑,住/其它
清潔刷具購買,住/其它
環保垃圾袋,住/其它
曬衣架購買,住/其它
室內拖鞋購買,住/其它
智慧門鎖安裝,住/其它
除塵濕巾,住/其它
床單套件更換,住/其它
睡眠記憶枕頭,住/其它
室內芳香劑,住/其它
地毯清潔服務,住/其它
浴巾毛巾組購買,住/其它
防水床罩,住/其它
智能家居控制器,住/其它
保險箱安裝,住/其它
 超電王10w燈泡 白,住/電
【NORTHERN 北方】11葉片式恆溫電暖爐(CF1-11),住/電
【SAMPO 聲寶】二合一手持式蒸氣掛燙機/電熨斗/蒸汽燙衣/熨斗,住/電
飛利浦黑晶爐,住/電
電費,住/電
電費（家庭用電）,住/電
電費（商業用電）,住/電
家用電線更新,住/電
插座更換與維修,住/電
照明燈具更換,住/電
緊急停電備用發電機,住/電
智慧電表安裝,住/電
電器插頭更換,住/電
開關修理,住/電
家庭用電節能設備,住/電
電壓穩壓器購買,住/電
室內燈光改裝,住/電
太陽能發電安裝,住/電
風力發電設備維護,住/電
電器過載保護設備,住/電
居家斷電應急照明燈,住/電
配電箱維修,住/電
電器延長線購買,住/電
LED 燈泡購買,住/電
電熱水器維修,住/電
空調電力調整,住/電
家庭電力升級（電表增容）,住/電
電費自動扣款手續費,住/電
室內佈線工程,住/電
廚房電源規劃,住/電
智能插座購買,住/電
戶外照明燈安裝,住/電
照明設備安裝費,住/電
電壓轉換器購買,住/電
電線走火修復工程,住/電
ObgE茶樹控油去黑頭清潔棒,其它
小掛勾,其它
【Apple Pencil 1/2代 金屬筆尖+耐磨筆尖】,其它
【Apple 蘋果】原廠Lightning 對 USB連接線,其它
【iBRIDGE】GaN 45W快充頭+PD 100W Type-C to Type-C快充線組,其它
【IPSA】流金水經典濕敷組,其它
【JOEKI】刷具收納盒,其它
【KINYO】高速USB網路轉換線-20CM(USB-RJ45),其它
【Melvita 蜜葳特】亮白雙效露雙件組,其它
【MUJI 無印良品】軟質聚乙烯收納盒/大,其它
【MUJI 無印良品】軟質聚乙烯收納盒用蓋,其它
【MUJI 無印良品】聚乙烯分裝瓶/噴霧型,其它
【NITORI 宜得利家居】物流處理費,其它
【艾諾琪】大師系列-M523 指腹遮瑕刷 化妝刷具,其它
【艾諾琪】大師系列-M524 雙頭遮瑕刷 化妝刷具,其它
【米粒森】韓國 Sungboon Editor 綠番茄毛孔去角質棉片 山葡萄維他命C亮白棉片,其它
【角落文房】UNI 三菱 UMR-1 0.38鋼珠筆筆芯,其它
【理膚寶水】B5+全面修復霜輕量版,其它
$2塑膠袋,其它
25K方格加厚定頁筆記,其它
3M 強力防水膠帶,其它
A4色彩列印ibon,其它
A4黑白列印ibon,其它
Aibo MA-12透氣鼠飆墊護腕鼠墊台灣製造,其它
ALLIE持采UV高效防曬乳EX,其它
Apple AirPods 2 無線藍芽耳機,其它
APP列印服務全錄黑白A4,其它
Calvin Klein CK 男生皮夾 ,其它
Chained Together,其它
CHIC台灣製霧面髮箍,其它
DADAISUN 烤漆BB夾6cm直,其它
E-books X75一公轉二母耳機麥克風音源轉接線3.5mm,其它
ECHO帶鉤鋼絲籃C型,其它
ELECOM EX-G人體工學無線靜音滑鼠,其它
ETUDE持久閃耀晶透唇釉,其它
FLORTTE 花洛莉亞 可愛頌三色遮瑕膏,其它
FUJIFILM 富士 Instax Mini 拍立得底片 空白底片 白邊底片,其它
G-182 0.5優質中性筆 黑,其它
GATSBY魔法激凍體用噴霧-海洋,其它
GL-252 菱格0.5自動中性筆,其它
heme 特調腮紅,其它
heme晶亮臥蠶筆-01 Champagne Gold,其它
hold黏PU可重復貼雙面膠小圓,其它
iPhone 14 系列   DAPPER⁺ 超透霧面防摔殼 14/14Pro/14ProMax,其它
KALAIFU瀏海小壓夾,其它
KINYO經典耳罩式耳機麥克風,其它
KKBOX 3 人家庭方案,其它
KOYUKO Campus活頁紙,其它
LillyAmor輕薄亮眼雙眼皮貼,其它
Logitech Pebble 2 Combo 無線藍牙鍵盤滑鼠組,其它
MAGICAL CHARGE 玩偶吊飾 魔法小桃鼠,其它
Microsoft 365 個人版一年盒裝,其它
Miffy明信片草莓白,其它
nagano熊 x 吉伊卡哇 盲盒公仔,其它
OBgE粉底棒和卸妝套盒,其它
OP花香環保袋小,其它
PCR購物袋大,其它
PCR購物袋小,其它
PLUS修正帶,其它
POLYWELL (2M)HDMI2.0/PW15-W60-G020,其它
POP MART,其它
SDI按壓式修正帶CT-205,其它
Service Charge,其它
Shopping Bag,其它
SKULLPANDA Image Of Reality Series Figures,其它
SolidSuit for iPhone 15 Pro,其它
Solone 大藝術家玩色刷具,其它
Solone 訂製舒芙蕾海綿/彈力訂製舒芙蕾海綿,其它
Solone 訂製熨斗型指套Q粉撲,其它
Solone 海綿專屬收納盒,其它
Solone 特級植絨定妝撲 短絨系列,其它
Solone 專屬速乾洗刷噴霧,其它
Solone 補水柔焦妝前精華,其它
Solone 榛果訂製刷具 杏烤奶霜系列,其它
Solone 榛果訂製球形定妝刷,其它
Solone硫光自訂指緣油玫瑰潤澤,其它
SONY WH-1000XM5 降噪藍牙耳罩式耳機,其它
STUDIO A-其他,其它
SuSu舒舒小蘇菜瓜布,其它
TOEIC Listening and Reading Test                            ,其它
TRC Traveler’s Notebook 黃銅夾-TRC LOGO,其它
Uber One 訂閱費,其它
Wallpaper Engine,其它
Work Advantage 2 (w/MP3),其它
WW霧面塑膠直傘,其它
人頭費,其它
力松烤肉刷,其它
三折黑膠防曬自動傘,其它
三菱UMR-83鋼珠筆替芯,其它
小白兔暖暖包,其它
女包 側背包 半月包,其它
中藥材,其它
太陽光電電場發電,其它
手續費,其它
文具用品,其它
日本製-三層收納盒-霧透,其它
月費,其它
水砂紙,其它
不鏽鋼掛式砧板刀架,其它
不鏽鋼置物毛巾架,其它
不鏽鋼廚用雙層置物架,其它
不鏽鋼牆角架,其它
不鏽鋼雙層牆角架,其它
付款手續費收入,其它
代收手續費,其它
加購細蠟燭/支,其它
卡套鑰匙圈 魔法海獺,其它
去味大師鞋消臭,其它
可手撕隱形膠帶,其它
可重複使用提袋,其它
可疊加透明收納展示架,其它
史邁爾衛生套12入-超薄型,其它
四維OPP單卷包膠帶,其它
外送費,其它
外燴背心袋,其它
平口提袋,其它
平板玻璃,其它
平面顯示器用玻璃基板,其它
本色2.0筆芯 圓頭,其它
本色長方2B4B橡皮,其它
甘蔗吸管,其它
白色紙膠含膠台,其它
石英晶體振盪器,其它
艾杜紗 絕不失手眼線膠筆,其它
匠人系迷你無瑕粉底刷 MF21,其它
名泰免洗紙杯,其它
多晶矽太陽能電池,其它
多晶矽晶片,其它
多晶矽晶碇,其它
安全裝置火石打火機,其它
尖嘴鉗 鎳合金 ,其它
有吉簽名卡,其它
耳感記憶日本語能力測驗n4文法附有聲CD,其它
肌研光透潤瞬效補水面膜,其它
邦尼利得BONNYREAD飾品,其它
免洗筷,其它
我的心機小蒼蘭柔順乾洗髮噴霧,其它
男自動開收傘,其它
身份法體系解題完全攻略律師司法官高考法研所,其它
兒童BB夾,其它
其他,其它
屈臣氏袖珍面紙10抽28入柴犬工房,其它
服務費,其它
服務費和其他費用,其它
杯袋,其它
泡泡瑪特||名品配件,其它
牧羊犬比澤爾造型飲料套鑰匙圈,其它
物流處理費(EC),其它
物流費,其它
物流費用 (運費),其它
玩偶吊飾,其它
玩偶吊飾 生日兔兔,其它
玩偶吊飾 暗黑超魔法小八貓,其它
矽晶圓,其它
金門一條根,其它
金屬彩色BB夾,其它
兩用內凹圓角裁剪器,其它
易拭型橡皮擦,其它
保鮮盒,其它
恆久完美無瑕持妝粉底,其它
恆久完美霧光氣墊粉餅 菱格版,其它
恆久完美霧光氣墊粉餅補充蕊,其它
星星BB夾,其它
歪頭奶瓶,其它
玻璃容器,其它
玻璃纖維絲,其它
紅包袋,其它
美舒律蒸氣眼罩組,其它
耐洗不沾油菜瓜布,其它
背銀漿,其它
訂票手續費,其它
原生木漿影印紙,其它
夏威夷噴瓶,其它
悅康棉織品,其它
時尚收納盤,其它
烤肉竹籤,其它
紙碗,其它
紙盤,其它
莉婕絲逸歡造型定型噴霧,其它
記憶體積體電路,其它
造型蠟燭-大臉花,其它
馬力磁力驅動無軸封泵浦不含馬達,其它
旅行用插座附2USB,其它
倫敦登喜路ＳＬ藍７毫克,其它
倫敦登喜路精裁濃縮香菸,其它
乾洗消臭清潔慕斯 安全帽再也不髒臭,其它
剪髮,其它
商用訓練椅 舉重椅 多功能訓練椅 健身,其它
喵喵相癒 貓日曆,其它
國民溜溜筆,其它
基本O束5入,其它
專門店Specialty Stores,其它
專業造型尖尾梳 多功能長尾梳 防靜電刮梳 美髮師專用,其它
強化玻璃,其它
排骨圓形紙,其它
掛繩-抗敏背帶掛繩-海軍藍,其它
掛繩夾片-灰,其它
教練課程,其它
曼秀雷敦Acnes痘痘貼-極致薄 綜合型,其它
曼秀雷敦Acnes痘痘貼-隱透型,其它
曼秀雷敦抗菌痘痘貼-小痘痘專用,其它
曼秀雷敦薄荷修護潤唇膏,其它
清透持妝粉底液,其它
清潔費,其它
視舒坦康復力人工淚液點眼液,其它
軟毛刷 小 ,其它
麥迪森沖洗用食鹽水,其它
凱婷 零瑕肌密柔霧粉底液,其它
創Q Space-智能生活用品-3C及周邊配件,其它
勝利_ars3200白,其它
單晶矽太陽能電池,其它
單結晶矽電池,其它
單層瓦楞紙箱,其它
就是這本刑法總則體系解題書,其它
提袋,其它
提提研超級纖維面膜,其它
插電感應式水龍頭,其它
晶片電阻,其它
晶碩彩色月拋樂森林系列,其它
游泳池校內人士,其它
無印良品,其它
無印良品MUJI,其它
無極限定妝噴霧,其它
無極限持妝輕蜜粉,其它
無極限控油妝前乳,其它
無極限霧光蜜粉餅組,其它
無線滑鼠,其它
琦洛麗矽水膠月拋,其它
短毛貓洗澡,其它
筆記型電腦,其它
筆記型電腦照相機模組,其它
筆記型電腦電源線,其它
筆記型電腦鍵盤,其它
筆記型電腦觸控板,其它
絲花化妝棉,其它
舒適牌防滑輕便刀,其它
舒潔迪士尼紙手帕,其它
舒潔雪潤舒鼻紙手帕,其它
舒潔濕式面紙,其它
貼片電容,其它
超值O束全黑,其它
超值組超彈O束全黑,其它
超值精裝橡皮筋大黑,其它
超細纖維擦拭布,其它
超魔法吉伊卡哇 迷你壓克力吊飾 扭蛋,其它
運動用品,其它
運費,其它
雄獅簽字筆 紅 ,其它
黑大橡皮筋(夾鏈包),其它
黑小橡皮筋,其它
黑金剛明火點火槍,其它
塑膠袋,其它
煤油,其它
碗,其它
置物箱使用費,其它
電池感應式水龍頭,其它
電解電容,其它
雷諾瓦,其它
零粉感超持久粉底,其它
零售兩杯飲料袋,其它
碧菲絲特即淨卸妝棉,其它
綜合服務,其它
輕量磨砂霧透不鏽鋼剪刀- 川藍,其它
鋁框迷你鏡,其它
精品珠寶,其它
澎澎尾巴吊飾 小八貓,其它
熱熔膠,其它
線上購票手續費,其它
膠帶,其它
輝柏2001握得住多功能削筆器,其它
銷售用購物袋,其它
髮飾,其它
數位迷彩步槍彈袋,其它
樂品框式立鏡,其它
樂品深層潔淨卸妝棉,其它
樂品輕旅行分裝袋,其它
積層陶瓷電容,其它
靜音減震運動跳繩墊 雙面防滑健身墊 跳繩毯 舞蹈墊,其它
優筆霖雙滾軸,其它
環保手提袋,其它
環保背心袋,其它
購物袋,其它
購物袋 吉伊卡哇,其它
購物袋-特大,其它
藥品,其它
雙層瓦楞紙箱,其它
霧面怪手夾-流線型,其它
禮品,其它
寶特瓶,其它
魔女帽吊飾-音符,其它
魔幻糖果月拋,其它
蘭韻紙纖化妝棉,其它
蠟燭,其它
邏輯積體電路,其它
鱷魚無蟑殺蟑餌劑,其它
小太陽愛文芒果金,食/水果類
水梨,食/水果類
牛心蕃茄,食/水果類
台灣上等蕉,食/水果類
台灣香蕉重量分享包,食/水果類
冰品果汁,食/水果類
百香青木瓜,食/水果類
每日C100%葡萄綜合果汁瓶,食/水果類
沁涼西瓜,食/水果類
波蜜低卡蔬果汁,食/水果類
長野麝香葡萄禮盒,食/水果類
珍珠芭樂,食/水果類
紅玉綠葡萄 ,食/水果類
紅蘋大吉嶺蘋果,食/水果類
美國無籽綠葡萄,食/水果類
香蕉產銷履歷,食/水果類
紐西蘭加拉蘋果,食/水果類
紐西蘭奇異果,食/水果類
產銷履歷香蕉,食/水果類
盒裝榴槤冷藏,食/水果類
進口冷凍金枕頭榴槤,食/水果類
陽光金圓頭,食/水果類
植物的優草莓,食/水果類
植物的優葡萄,食/水果類
葡萄,食/水果類
園之味100%柳橙汁,食/水果類
聖德科斯奇異果蘋果綜合果汁,食/水果類
聖德科斯桑椹莓果綜合果汁,食/水果類
綜合水果繽紛杯,食/水果類
臺灣大西瓜,食/水果類
摩斯蘋果汁,食/水果類
蘋果汁,食/水果類
蘋果（富士品種）,食/水果類
香蕉（有機黃金蕉）,食/水果類
芒果（愛文芒果）,食/水果類
葡萄（無籽綠葡萄）,食/水果類
櫻桃（進口紅櫻桃）,食/水果類
木瓜（紅心木瓜）,食/水果類
奇異果（綠果黃果混合）,食/水果類
鳳梨（金鑽鳳梨）,食/水果類
草莓（冬季限定）,食/水果類
藍莓（鮮果包裝）,食/水果類
柳丁（鮮榨果汁用）,食/水果類
西瓜（夏季清涼水果）,食/水果類
哈密瓜（甜美果香）,食/水果類
李子（青李與紅李）,食/水果類
無花果（生食與乾果皆可）,食/水果類
桃子（蜜桃品種）,食/水果類
橘子（小青柑）,食/水果類
柿子（甜柿）,食/水果類
龍眼（蜜甜多汁）,食/水果類
蓮霧（鮮紅多汁）,食/水果類
 唐揚套餐,食/肉類
椒麻雞塊,食/肉類
6吋雙份肉料,食/肉類
O雪花牛+活菌黑豚,食/肉類
ROASTED HALF CHICKEN,食/肉類
一配滿滿泰式雞腿卷,食/肉類
卜蜂義式雞胸,食/肉類
大火山火山極致蒜香壽喜牛,食/肉類
小肉豆,食/肉類
小時厚牛排,食/肉類
元祖燒餃子,食/肉類
元進莊薑母鴨,食/肉類
牛肉串,食/肉類
牛肉咖哩 中,食/肉類
牛肉捲,食/肉類
六塊麥克雞塊,食/肉類
六塊雞,食/肉類
加購六塊雞,食/肉類
加購四雞塊,食/肉類
加購原腿/排,食/肉類
古早味香滷嫩雞胸,食/肉類
台糖前腿肉絲,食/肉類
台糖絞肉,食/肉類
台灣嫩雞胸肉,食/肉類
台灣精選梅花豬,食/肉類
四塊麥克雞塊,食/肉類
玉米水餃,食/肉類
玉米豬肉手工水餃,食/肉類
全家炸雞餐,食/肉類
老饕豬排,食/肉類
老饕雞腿排,食/肉類
豆皮牛肉串,食/肉類
冷藏台灣豬背骨,食/肉類
冷藏澳洲穀飼牛梅花火鍋肉片,食/肉類
味王筍絲焢肉,食/肉類
味王調理包紅燒牛,食/肉類
咖哩雞肉水餃,食/肉類
招牌水餃,食/肉類
松阪豬,食/肉類
法式舒肥嫩雞胸,食/肉類
法蘭克牛排,食/肉類
青花椒香麻脆雞k,食/肉類
厚切腰內豬排,食/肉類
威靈頓牛排,食/肉類
星—黃金霸王腿條,食/肉類
炸雞腿,食/肉類
紅魔鬼雞排,食/肉類
美牛胸腹火鍋片,食/肉類
美國五花牛,食/肉類
美國板腱牛肉,食/肉類
美國雪花牛肉,食/肉類
美國翼板牛舌雙拼套餐,食/肉類
香烤雞肉,食/肉類
香蒜排骨酥,食/肉類
香辣霸王雞球,食/肉類
香雞排,食/肉類
剝皮辣椒牛肉串,食/肉類
剝皮辣椒豬肉串,食/肉類
原6腿排分享盒,食/肉類
原味豬肉貢丸,食/肉類
桂丁土雞胸肉切片,食/肉類
海底撈麻辣烤翅腿,食/肉類
海底撈麻辣雞球,食/肉類
烤大雞腿/支,食/肉類
烤盤-美國牛五花,食/肉類
秘香椒麻嫩雞胸,食/肉類
莎莎雞腿捲,食/肉類
紐西蘭菲力,食/肉類
梅花豬肉,食/肉類
豚五花肉,食/肉類
雪花羊,食/肉類
頂級無骨牛小排-7分熟,食/肉類
博客墨西哥風味辣雞胸,食/肉類
御料小館X世界的山將夢幻雞翅,食/肉類
御料小館招牌水餃,食/肉類
御料小館美式香辣雞丁,食/肉類
御料小館香辣炸雞球,食/肉類
御料小館辣味雞柳條,食/肉類
椒麻雞胸肉,食/肉類
椒鹽鹽酥雞,食/肉類
焙煎咖哩豆腐牛,食/肉類
硬硬的炸雞雞,食/肉類
舒肥嫩雞胸早午餐,食/肉類
葡萄豬肉串,食/肉類
黃金豬排咖哩,食/肉類
黑毛梅花豬套餐,食/肉類
黑胡椒雞柳條,食/肉類
晴木千層豬排,食/肉類
愛呷肉-上選豬肉,食/肉類
愛呷肉-雪花牛肉,食/肉類
愛呷菜-上選豬肉,食/肉類
摃丸,食/肉類
煙燻脆雞,食/肉類
義式經典嫩雞胸,食/肉類
辣腿/排,食/肉類
摩斯雞塊,食/肉類
澳牛嫩腿心火片,食/肉類
澳洲牛五花火片,食/肉類
澳洲牛嫩腿心炒肉絲,食/肉類
澳洲板腱牛排,食/肉類
澳洲霜降牛,食/肉類
熟成牛板腱套餐,食/肉類
豬五花火鍋肉片,食/肉類
豬肉,食/肉類
豬肉不帶骨,食/肉類
豬里肌火鍋肉片,食/肉類
豬肋排帶骨,食/肉類
豬後腿肉片,食/肉類
豬胸排骨切塊,食/肉類
豬梅花火鍋肉片,食/肉類
餐-十塊雞,食/肉類
餐-六塊雞,食/肉類
﻿餐-勁辣雞腿,食/肉類
餐-麥香雞,食/肉類
餐-椒麻十塊雞,食/肉類
餐-嫩煎雞腿,食/肉類
餐-辣六塊雞,食/肉類
餐-雙四盎司牛,食/肉類
餐-雙層牛肉,食/肉類
糖醋炸雞,食/肉類
翼板牛排 ,食/肉類
霜降豬肉不帶骨,食/肉類
韓式炸雞,食/肉類
韓式辣炒五花肉,食/肉類
鮮嫩雞腿肉,食/肉類
聯夏宮保雞丁,食/肉類
雞二節翅,食/肉類
雞柳串,食/肉類
雞塊20分享盒,食/肉類
雞腿肉,食/肉類
雞腿串,食/肉類
雞腿排鍋套餐,食/肉類
爐烤雞腿排早午餐,食/肉類
鐵板黑胡椒嫩雞胸,食/肉類
鹽烤牛舌,食/肉類
鹽漬手切嫩雞胸,食/肉類
鹽醬牛五花,食/肉類
灣仔碼頭水餃-川香麻辣豬肉,食/肉類
三福黑糖嫩豆花,食/豆類
大漢傳統板豆腐,食/豆類
中華火鍋豆腐,食/豆類
中華有機豆腐,食/豆類
中華凍豆腐(盒),食/豆類
中華超嫩豆腐(非基因改造黃豆),食/豆類
中華雞蛋豆腐非基改,食/豆類
台農初農鮮蛋,食/豆類
白豆漿,食/豆類
皮蛋豆腐,食/豆類
北海道小粒納豆,食/豆類
光泉無加糖鮮豆漿,食/豆類
光泉鮮豆漿,食/豆類
百頁豆腐,食/豆類
豆皮,食/豆類
豆豆濃一一油豆腐,食/豆類
豆漿,食/豆類
油豆腐,食/豆類
炸豆腐,食/豆類
素火腿,食/豆類
麻糬豆花,食/豆類
無糖豆漿,食/豆類
猴頭菇素火腿,食/豆類
統一陽光陽光黃金豆豆漿,食/豆類
統一陽光無糖高纖豆漿,食/豆類
黑豆漿,食/豆類
傳貴有機無糖豆漿,食/豆類
微藻素火腿,食/豆類
煙燻素火腿,食/豆類
義美古早傳統無糖豆奶,食/豆類
義美厚豆奶,食/豆類
義美厚豆花,食/豆類
義美高纖全豆豆奶,食/豆類
義美高纖堅果杏仁全豆奶,食/豆類
義美堅果杏仁全豆奶,食/豆類
義美無加糖厚濃豆奶,食/豆類
義美傳統料理板豆腐非基因改造黃豆,食/豆類
義美鮮嫩豆腐非基改,食/豆類
蔭豆豉,食/豆類
蔭油膏,食/豆類
零添加純釀醬油,食/豆類
滷非基改大黑干,食/豆類
鮮腐竹,食/豆類
醬油高蛋白豆片釀造,食/豆類
醬油黃豆釀造,食/豆類
醬油黑豆釀造,食/豆類
光泉富維他牛乳,食/乳品類
豐力富全脂鮮奶,食/乳品類
【KLIM 克寧】高鈣成長牛乳,食/乳品類
AB草莓優酪乳,食/乳品類
AB無加糖優酪乳,食/乳品類
AB優酪乳-原,食/乳品類
Base n U高蛋白可可牛乳,食/乳品類
Base n U高蛋白香蕉牛乳,食/乳品類
LCA活菌原味發酵乳,食/乳品類
ＬＣＡ活菌清爽發酵乳,食/乳品類
Lp33機能優酪乳,食/乳品類
一番鮮全脂鮮乳,食/乳品類
可可牛奶,食/乳品類
光泉木瓜牛乳,食/乳品類
光泉杯裝麥芽牛乳,食/乳品類
光泉特濃５．１豆漿,食/乳品類
光泉高鈣牛乳,食/乳品類
光泉無加糖優酪乳,食/乳品類
光泉優質蛋白巧克力牛奶,食/乳品類
味全果汁牛乳,食/乳品類
金草莓-草莓牛奶,食/乳品類
金蘋果調味乳蘋果風味,食/乳品類
金蘋果蘋果牛奶乳飲品,食/乳品類
林鳳營全脂鮮乳,食/乳品類
科克蘭全脂鮮乳,食/乳品類
桑葚優格飲-減糖版,食/乳品類
莓果穀物優酪,食/乳品類
高纖全豆豆奶,食/乳品類
雪比無加糖生優格,食/乳品類
晶典小品-黑糖奶酪,食/乳品類
焙烏龍鮮奶,食/乳品類
統一木瓜牛奶,食/乳品類
統一木瓜牛乳,食/乳品類
統一多多牛奶,食/乳品類
統一多多活菌發酵乳牛奶口味,食/乳品類
統一多多活菌發酵乳草莓口味,食/乳品類
瑞穗全脂鮮奶,食/乳品類
瑞穗低脂鮮乳,食/乳品類
瑞穗鮮奶低脂,食/乳品類
瑞穗鮮乳-全脂,食/乳品類
瑞穗鮮乳-全脂鮮乳,食/乳品類
瑞穗鮮乳-低脂鮮乳,食/乳品類
瑞穗鮮乳低脂,食/乳品類
瑞穗蘋果牛奶,食/乳品類
福樂Q果葡萄奇異果優酪,食/乳品類
福樂一番鮮鮮乳,食/乳品類
綠穗濃奶,食/乳品類
麝香葡萄生乳酪塔,食/乳品類
【大研生醫】德國DHA80%兒童魚油,食/其它
Chicken Salad with Minty Lime Sauce,食/其它
(A)*PH9.0鹼性離子水,食/其它
(A)*台鹽海洋鹼性離子水,食/其它
(小)早美紅茶,食/其它
(吊)厚燒玉子,食/其它
(吊)博客Q肉丁德國香腸香蒜,食/其它
(吊)滿漢小香腸(椒麻),食/其它
(吊)滿漢小香腸(蒜味),食/其它
【OOHA】氣泡飲 水蜜桃烏龍茶 易開罐,食/其它
【OOHA】氣泡飲 柚子海鹽 易開罐,食/其它
【OOHA】氣泡飲 檸檬蜂蜜口味易開罐,食/其它
【PH9.0】鹼性離子水,食/其它
【美粒果】零加糖蘋果/葡萄蘇打隨型罐,食/其它
【純淨專科】挪威 85% Omega-3 rTG 高濃度魚油 (EPA+DHA),食/其它
【麥香】300mlx3箱(任選紅茶/奶茶/綠茶),食/其它
【路易莎咖啡】下午茶組合(大伯爵水果茶+伯爵柚香波士頓派),食/其它
*左岸咖啡館-無加糖拿鐵咖啡,食/其它
*左岸咖啡館奶茶,食/其它
*冰蜂蜜奶茶,食/其它
*原萃鐵觀音PET580,食/其它
*泰山純水PET700,食/其它
*純喫茶紅茶481ml(盒),食/其它
21Plus椒香胡麻雞肉麵沙拉,食/其它
21Plus義式烤雞堅果沙拉,食/其它
6吋義大利經典,食/其它
A01_大薯+$1多1,食/其它
A04_六塊雞+$1多1,食/其它
AW口香糖極酷,食/其它
A套餐 餅乾,食/其它
Birute布魯特氣泡礦泉水,食/其它
BMS黑糖雪點奶茶-中熱,食/其它
BOURBON 帆船餅乾,食/其它
Caffe Latte-Hot,食/其它
Campari金巴利利口酒,食/其它
CASTELLO卡司得洛氣泡天然礦泉水,食/其它
COLD STONE/餐飲,食/其它
C冰紅茶_小,食/其它
DyDo日式拿鐵咖,食/其它
Energy Time機能凍飲_元氣PLUS,食/其它
Energy Time機能凍飲_電解質PLUS,食/其它
FIJI斐濟天然礦泉水,食/其它
ＦＩＮ補給飲料,食/其它
ＦＭＣ天然水,食/其它
ＦＭＣ日月潭紅玉紅茶,食/其它
ＦＭＣ古早味紅茶,食/其它
ＦＭＣ四季春青茶,食/其它
FMC旨味日式綠,食/其它
FMC芒果冰茶,食/其它
ＦＭＣ玫瑰蜂蜜水,食/其它
ＦＭＣ金萱二十七,食/其它
FMC葡萄柚綠茶,食/其它
ＦＭＣ蜂蜜水,食/其它
FMC翡翠檸檬茶,食/其它
FMC樂多綠茶,食/其它
FMC橙柚百香綠茶,食/其它
ＦＭＣ濃醇馥列白,食/其它
ＦＭＣ薰衣草蜂蜜水,食/其它
ＦＭＣ檸檬氣泡水,食/其它
ＦＭＣ鹼性離子水,食/其它
FY17 COLD DRINK,食/其它
Homeal x 石二鍋 爆香石頭鍋,食/其它
iseLect紅茶,食/其它
iseLect梅子風味綠茶,食/其它
KIRIN午後紅茶-奶茶,食/其它
KIRIN冰結調酒-華麗白葡萄,食/其它
KitKat抹茶可可風味餅乾,食/其它
L 咖啡拿鐵-大冰,食/其它
L 咖啡拿鐵-大熱,食/其它
Light 鹼性水大,食/其它
LOTTE爽冰淇淋-巨峰葡萄口味,食/其它
Lotus巧克力風味派-抹茶味,食/其它
M＆Ms牛奶糖衣巧克力,食/其它
MG 芒果綠茶-大冰,食/其它
Niseko北海道牛奶巧酥雪糕,食/其它
OG 柳橙綠茶-大冰,食/其它
OREO冰炫風,食/其它
O手切雞腿肉鍋,食/其它
PAPAYA MILK ICE CREAM,食/其它
PG 百香綠茶,食/其它
PH9.0鹼性離子水,食/其它
RENT VATTEN PURE WATER,食/其它
Roselle Tea,食/其它
SCR小農雪點鮮奶茶,食/其它
SL莊園拿鐵-大冰,食/其它
SL莊園拿鐵-大熱,食/其它
STARBUCKS/輕食/咖啡,食/其它
